10	100048877	100042192	0
10	100054447	100048757	0
10	100054447	100048766	0
10	100108505	100105753	0
10	100117444	100108364	0
10	100143996	100143064	0
10	100154940	100150093	1
10	100154940	100151807	6
10	100156235	100154859	0
10	100188335	100183755	1
10	100190969	100188297	10
10	100190969	100188366	10
10	100190969	100189191	10
10	100193424	100190670	8
10	100193432	100190868	4
10	100195943	100190868	5
10	100233372	100232298	68
10	100235765	100232297	5
10	100235765	100232304	5
10	100235765	100233108	7
10	100235765	100233109	7
10	100238232	100236849	0
10	100243773	100238021	0
10	100243778	100238021	0
10	100243778	100238157	0
10	100243778	100238182	0
10	100245914	100238021	0
10	100245914	100243697	0
10	100246117	100243697	0
10	100246936	100245798	0
10	100246936	100245799	0
10	100250179	100246794	4
10	100250333	100246794	2
10	100253540	100246794	1
10	100253540	100250109	5
10	100253540	100250247	1
10	100253540	100250273	1
10	100254620	100238021	1
10	100260320	100253420	0
10	100260320	100256261	0
10	100261045	100253420	2
10	100261045	100256261	0
10	100267624	100256261	0
10	100267632	100253420	0
10	100280229	100273279	2
10	100280229	100273955	2
10	100280229	100274694	4
10	100281054	100280040	4
10	100281054	100280123	2
10	100282937	100280933	0
10	100286149	100280933	0
10	100286214	100280933	0
10	100286333	100280933	0
10	100286358	100280933	0
10	100289057	100288153	0
10	100289057	100288395	0
10	100299719	100298561	0
10	100329325	100299590	0
10	100329325	100299634	0
10	100329347	100299590	0
10	100329973	100288159	0
10	100337039	100335562	0
10	100488099	100486641	5
10	100488099	100486646	5
10	100488099	100486647	5
10	100488099	100486784	5
10	100488099	100486923	5
10	100488975	100488026	11
10	100488978	100488026	11
10	100489399	100486645	9
10	100489399	100488026	10
10	100490557	100488026	5
10	100495547	100490705	1
10	100496432	100494844	2
10	100496432	100495384	2
10	100497281	100496257	2
10	100497794	100496257	2
10	100497794	100497134	1
10	100498208	100497666	0
10	100498240	100497666	0
10	100498332	100497514	0
10	100498805	100498028	0
10	100498805	100498040	0
10	100499259	100498028	0
10	100502485	100499523	0
10	100502485	100500109	0
10	100502485	100501653	0
10	100505496	100502253	0
10	100505496	100502309	0
10	100506202	100502253	0
10	100506202	100505360	6
10	100506421	100505360	0
10	100506421	100505627	3
10	100506421	100505804	3
10	100506421	100506039	0
10	100506472	100506039	0
10	100507568	100506320	0
10	100507568	100506335	0
10	100508049	100506320	0
10	100508049	100507424	0
10	100508052	100507424	0
10	100508052	100507445	0
10	100509103	100507424	0
10	100516220	100509006	0
10	100516220	100509315	0
10	100516961	100516095	0
10	100516961	100516120	0
10	100516996	100516095	0
10	100516998	100516095	0
10	100517044	100516095	0
10	100519835	100516873	0
10	100519836	100516873	0
10	100519839	100516873	0
10	100519860	100516873	0
10	100519865	100516873	0
10	100524140	100516873	0
10	100526555	100516873	2
10	100526555	100523739	10
10	100526555	100523742	10
10	100526555	100523936	15
10	100526555	100523976	10
10	100526555	100524032	17
10	100526599	100523739	15
10	100527075	100516873	4
10	100527075	100526048	6
10	100527075	100526398	6
10	100529507	100526716	1
10	100529507	100526743	3
10	100529507	100526974	2
10	100529863	100529379	3
10	100529865	100526974	1
10	100529865	100529365	3
10	100529865	100529379	3
10	100529871	100529365	3
10	100529872	100529379	3
10	100529878	100529365	3
10	100529880	100529042	2
10	100529880	100529365	3
10	100529882	100529379	3
10	100529884	100529379	3
10	100530001	100529379	3
10	100969592	100969691	0
10	100978389	100978526	8
10	100978641	100978848	6
10	100978641	100979101	6
10	100979019	100979101	13
10	100983809	100984489	2
10	100983818	100969457	1
10	100983818	100977820	14
10	100983818	100978728	3
10	100983818	100979197	3
10	100983818	100981375	7
10	100983818	100981376	7
10	100984075	100983754	4
10	100984358	100984489	0
10	100985615	100980506	5
10	100986976	100983754	5
10	100986976	100983947	4
10	100986976	100984033	6
10	100986976	100986273	313
10	100986976	100986279	291
10	100987197	100986275	19
10	100987197	100986686	22
10	100987197	100986748	19
10	100987271	100983947	2
10	100987287	100986275	18
10	100987434	100987089	18
10	100987457	100987089	18
10	100987484	100987089	34
10	100987495	100987089	18
10	100987498	100987089	18
10	100987514	100986587	39
10	100987516	100986275	7
10	100987516	100987089	18
10	100989677	100989774	60
10	100999953	101002496	13
10	101009351	101007682	5
10	101009351	101007809	1
10	101011762	101009249	0
10	101011762	101010271	1
10	101012017	101011038	0
10	101012017	101011689	0
10	101018297	101012166	0
10	101018297	101016376	0
10	101018297	101017331	0
10	101018297	101017376	0
10	101023611	101022208	0
10	101024069	101021797	0
10	101024069	101023127	0
10	101024069	101023435	0
10	101030385	101023435	0
10	101030385	101023927	0
10	101030685	101030061	0
10	101030769	101030177	0
10	101031105	101029993	0
10	101031106	101029993	0
10	101031115	101029993	0
10	101031130	101029993	0
10	101031134	101029993	0
10	101031156	101029993	0
10	101032296	101030033	6
10	101037432	101037507	12
10	101037432	101038642	24
10	101039223	101039488	0
10	101127099	101089320	0
10	101127099	101090307	0
10	101181952	101181143	0
10	101229795	101226194	0
10	101238048	101238230	0
10	101238267	101238519	0
10	101260966	101252820	0
10	101323004	101322484	0
10	101580417	101578881	19
10	101580417	101578883	19
10	101580417	101579514	20
10	101580417	101579674	19
10	101580417	101579695	19
10	101582226	101578881	2
10	101582892	101580247	8
10	101582892	101580251	8
10	101583194	101580247	4
10	101583682	101582762	15
10	101584721	101583507	16
10	101584920	101583507	13
10	101584920	101583601	13
10	101584920	101584601	25
10	101585479	101583507	8
10	101585479	101584601	8
10	101585479	101584686	7
10	101585479	101584793	8
10	101585479	101584877	9
10	101586157	101583507	5
10	101586157	101584610	6
10	101586157	101585315	2
10	101586157	101585323	2
10	101587407	101583507	5
10	101588127	101583507	15
10	101611770	101610663	1
10	101611770	101610665	1
10	101612478	101611627	1
10	101612478	101611656	0
10	101624811	101612336	0
