1	84814172	84865384	0	75	0	75
16	308626	309972	0	3	0	3
14	55148687	55150798	0	2	0	2
6	44229792	44229906	0	185	0	200
12	53552638	53600952	0	78	0	78
17	60211119	60211375	0	119	0	122
22	40409019	40409339	0	3	0	3
14	35266876	35273434	0	1	0	1
19	18856301	18856876	0	261	0	261
17	60208211	60208653	0	165	0	172
9	97431075	97432024	0	9	0	9
17	74250029	74250264	0	5	0	5
5	95528153	95529000	0	91	0	92
11	126235088	126240791	0	75	0	76
20	35057572	35069295	0	159	0	162
1	35178037	35187000	0	51	0	52
4	20704815	20709682	0	4	0	4
17	28620631	28620987	0	221	0	226
1	93212262	93214742	0	4	0	4
17	47944716	47945558	0	101	0	106
20	49012085	49013563	0	42	0	42
21	46003150	46003390	0	326	0	327
X	153772288	153772885	0	34	0	34
9	128608050	128608129	0	132	0	136
13	23806070	23809849	0	89	0	92
20	32430054	32431320	0	63	0	63
15	80696020	80704979	0	2	0	2
6	41591323	41594869	0	145	0	148
2	55672047	55679681	0	1	0	1
1	93212262	93214745	0	5	0	5
2	128135241	128138716	0	2	0	2
17	76398585	76398836	0	87	0	87
17	7313488	7314097	0	2	0	2
2	101859865	101860824	0	43	0	43
11	64307505	64313950	0	216	0	220
10	102033340	102040012	0	22	0	22
20	58891680	58891709	0	39	0	39
15	67208659	67209461	0	453	0	461
9	5466830	5467839	0	5	0	5
16	579181	580857	0	7	0	7
15	50578665	50580873	0	93	0	99
19	10320952	10321530	0	16	0	18
18	3247588	3253232	0	19	0	19
X	71167801	71169253	0	3	0	3
10	102862181	102862872	0	100	0	101
12	57158639	57159824	0	9	0	9
11	94456339	94459407	0	58	0	58
1	222823946	222827427	0	11	0	11
1	155868792	155880499	0	74	0	74
11	64245284	64246415	0	30	0	30
2	85555591	85556181	0	50	0	53
3	197066755	197069218	0	142	0	142
8	25403725	25411193	0	2	0	2
1	169368343	169369472	0	145	0	145
14	35294530	35307993	0	2	0	2
12	52073903	52076785	0	433	0	433
13	37024443	37025319	0	141	0	146
17	7590860	7592443	0	2	0	3
17	75933089	75935631	0	5	0	5
1	23779482	23785674	0	1	0	1
4	143439888	143440078	0	10	0	10
10	110228322	110279179	0	22	0	24
16	30193456	30193532	0	1481	0	1498
17	81688828	81690673	0	7	0	7
17	64537113	64537602	0	73	0	77
9	41011731	41013780	0	35	0	35
6	85547227	85547505	0	1	0	1
10	60068010	60080572	0	3	0	3
1	1319525	1324580	0	4	0	4
12	57296552	57297327	0	30	0	30
5	134380809	134388324	0	414	0	420
X	345673	346173	0	33	0	33
17	560574	562502	0	96	0	98
11	479153	486890	0	13	0	13
17	64886887	64889680	0	1	0	1
14	92014578	92015695	0	10	0	10
1	244411428	244415980	0	11	0	11
11	122956577	122957362	0	2	0	2
7	5529401	5529534	0	26810	0	27108
1	19622148	19623473	0	2025	0	2064
11	74749383	74789625	0	29	0	32
20	62830414	62830561	0	33	0	33
2	210455315	210471958	0	92	0	95
7	123709224	123748221	0	1	0	1
18	9216901	9221851	0	8	0	8
X	136502942	136504357	0	1	0	1
8	123250321	123253321	0	77	0	77
20	49908593	49915254	0	4	0	4
1	19622148	19623477	0	11	0	12
12	94400982	94401204	0	1	0	1
9	33464977	33465308	0	2	0	2
5	141625366	141625684	0	288	0	294
1	145788967	145794074	0	1	0	1
9	137614215	137614298	0	17	0	17
3	100886324	100898761	0	6	0	6
15	50628250	50631416	0	101	0	101
14	73065094	73071626	0	9	0	9
1	211356469	211359911	0	33	0	33
15	22873730	22874549	0	289	0	289
17	81115818	81116229	0	7	0	7
12	56163766	56164647	0	25	0	25
1	1629557	1629638	0	4	0	4
16	14436769	14446887	0	6	0	6
12	49542840	49543274	0	3	0	3
1	156468300	156468779	0	303	0	303
