Event Region	Gene Symbol	Target Exon	Event Type	N	T	Exon Type	Reference Transcript	ΔPSI (%)	T-test p-value	FDR (BH)	N Values	T Values	Database ID
7:151568737-151568842	PRKAG2	7:151570226-151568736	IR	2	2	-	ENST00000476632	99.65	2.23374e-03	2.23374e-03	0.699300699300699|0	100|100	7_151570226_151568736_R_ENST00000476632_1
7:151568737-151568842	PRKAG2	7:151570226-151568693	IR	2	2	-	ENST00000476632	99.65	2.23374e-03	2.23374e-03	0.699300699300699|0	100|100	7_151570226_151568693_R_ENST00000476632_1
7:151568737-151568842	PRKAG2	7:151568843-151566572	IR	2	2	-	ENST00000476632	99.60	2.57739e-03	2.57739e-03	0.806451612903226|0	100|100	7_151568843_151566572_R_ENST00000476632_1
X:30842988-30843049	TAB3	X:30846072-30842987	IR	2	2	-	ENST00000378928	98.98	6.56286e-03	6.56286e-03	0|2.04081632653061	100|100	X_30846072_30842987_R_ENST00000378928_1
19:35752804-35753100	LIN37	19:35752834-35752913	IR (overlapping region)	2	2	-	ENST00000592871	98.98	6.56286e-03	6.56286e-03	2.04081632653061|0	100|100	19_35752834_35752913_R_ENST00000592871_1
22:31340677-31341683	PATZ1	22:31343592-31340676	IR	2	2	-	ENST00000215919	98.89	7.15273e-03	7.15273e-03	0|2.22222222222222	100|100	22_31343592_31340676_R_ENST00000215919_1
8:22636590-22636962	BIN3	8:22636963-22636524	IR	2	2	-	ENST00000518366	98.61	8.96588e-03	8.96588e-03	0|0	100|97.2222222222222	8_22636963_22636524_R_ENST00000518366_1
22:31340677-31341683	PATZ1	22:31343286-31335417	IR	2	2	-	ENST00000215919	98.57	9.22573e-03	9.22573e-03	2.85714285714286|0	100|100	22_31343286_31335417_R_ENST00000215919_1
21:43100453-43100519	U2AF1	21:43107525-43100452	IR	2	2	-	ENST00000468039	98.53	1.60757e-03	1.60757e-03	1.7208413001912|1.22324159021407	100|100	21_43107525_43100452_R_ENST00000468039_1
17:64491523-64491789	ATP5MFP4	17:64492721-64490795	IR	2	2	-	ENST00000538774	98.21	1.15736e-02	1.15736e-02	0|0	100|96.4285714285714	17_64492721_64490795_R_ENST00000538774_1
17:82050415-82050555	RFNG	17:82051408-82050454	IR (overlapping region)	2	2	-	ENST00000578356	98.00	1.29904e-02	1.29904e-02	4|0	100|100	17_82051408_82050454_R_ENST00000578356_1
1:27553146-27553185	AHDC1	1:27553546-27552772	IR	2	2	-	ENST00000480033	97.72	6.74385e-04	6.74385e-04	0|0	97.8260869565217|97.6190476190476	1_27553546_27552772_R_ENST00000480033_1
14:20460261-20460298	PIP4P1	14:20460743-20459627	IR	2	2	-	ENST00000556093	97.55	9.34189e-03	9.34189e-03	3.88349514563107|1.02040816326531	100|100	14_20460743_20459627_R_ENST00000556093_1
14:20460261-20460298	PIP4P1	14:20460299-20459627	IR	2	2	-	ENST00000556093	97.55	9.34189e-03	9.34189e-03	3.88349514563107|1.02040816326531	100|100	14_20460299_20459627_R_ENST00000556093_1
21:43100453-43100519	U2AF1	21:43105253-43100452	IR	2	2	-	ENST00000468039	97.54	3.57192e-03	3.57192e-03	1.90839694656489|3.003003003003	100|100	21_43105253_43100452_R_ENST00000468039_1
19:9617058-9617171	ZNF561	19:9617172-9614058	IR	2	2	-	ENST00000421525	97.53	4.36304e-03	4.36304e-03	0|3.57142857142857	100|98.6301369863014	19_9617172_9614058_R_ENST00000421525_1
5:824008-824093	ZDHHC11	5:824094-821860	IR	2	2	-	ENST00000508951	97.49	2.11262e-03	2.11262e-03	0|1.69491525423729	100|96.6666666666667	5_824094_821860_R_ENST00000508951_1
11:644233-644654	DEAF1	11:646597-644233	IR	2	2	-	ENST00000382409	97.43	1.60519e-03	1.60519e-03	2.8169014084507|2.32558139534884	100|100	11_646597_644233_R_ENST00000382409_1
9:129641083-129641282	AL590369.1	9:129642170-129640540	IR	2	2	-	ENST00000455074	97.35	6.52652e-03	6.52652e-03	1.5748031496063|1.68067226890756	100|97.9591836734694	9_129642170_129640540_R_ENST00000455074_1
9:129641083-129641282	AL590369.1	9:129642166-129640540	IR	2	2	-	ENST00000455074	97.35	6.52652e-03	6.52652e-03	1.5748031496063|1.68067226890756	100|97.9591836734694	9_129642166_129640540_R_ENST00000455074_1
