Y	10023284	10022488	0
Y	10067383	10066586	0
Y	10067387	10066553	0
Y	11155041	11153857	0
Y	11345105	11340578	0
Y	11474238	11473726	0
Y	12254108	12252320	0
Y	12398818	12383188	0
Y	12406938	12354415	0
Y	12406938	12398679	0
Y	12406938	12402250	0
Y	12406938	12406122	0
Y	12407310	12406795	0
Y	12420323	12406795	0
Y	12420457	12406795	0
Y	12443301	12440045	0
Y	12619734	12618982	0
Y	12803831	12801972	0
Y	12856846	12857565	0
Y	12912883	12912962	0
Y	12914650	12914883	0
Y	12914983	12915066	0
Y	12935287	12930164	0
Y	13160117	13153930	0
Y	13161550	13159272	0
Y	13251188	13248378	0
Y	13260405	13248378	0
Y	13260405	13249855	0
Y	13297849	13260277	0
Y	13299145	13297440	0
Y	13299145	13297706	0
Y	13323761	13306185	0
Y	13323761	13323033	0
Y	13360529	13359766	0
Y	13366394	13359766	0
Y	13366394	13360429	0
Y	13366394	13360487	0
Y	13393894	13369255	0
Y	13396973	13369255	0
Y	13396973	13393151	0
Y	13396973	13393858	0
Y	13411114	13369255	0
Y	13411114	13396301	0
Y	13411114	13396917	0
Y	13479318	13414734	0
Y	13479318	13470120	0
Y	13479505	13470120	0
Y	13479541	13479253	0
Y	13479666	13479253	0
Y	13479924	13479041	0
Y	13479979	13479253	0
Y	13480671	13479253	0
Y	13480674	13479253	0
Y	13986514	13985771	0
Y	14277490	14276211	0
Y	14798710	14793641	0
Y	15381843	15348661	0
Y	17518488	17516835	0
Y	17554127	17552799	0
Y	17576821	17555775	0
Y	17621540	17621258	0
Y	17708186	17705967	0
Y	17742032	17729527	0
Y	17777401	17769115	0
Y	17788962	17788314	0
Y	17789191	17788790	0
Y	17789485	17789161	0
Y	17798652	17797982	0
Y	17877863	17877409	0
Y	17880219	17877834	0
Y	17883709	17882098	0
Y	17915039	17912698	0
Y	17997253	17995200	0
Y	18082541	18080680	0
Y	18123101	18121194	0
Y	18277496	18276606	0
Y	18389997	18389296	0
Y	18391259	18390784	0
Y	18391511	18390993	0
Y	18391572	18390993	0
Y	18391572	18391064	0
Y	18454984	18453149	0
Y	18493103	18490914	0
Y	18582721	18582062	0
Y	18587549	18581205	0
Y	18588707	18587411	0
Y	18588707	18588130	0
Y	18588713	18588130	0
Y	18590522	18588605	0
Y	18599332	18588605	0
Y	18656191	18655519	0
Y	18737731	18731439	0
Y	18768486	18737644	0
Y	18769620	18768330	0
Y	18770293	18768920	0
Y	18770293	18769532	0
Y	18773687	18770182	0
Y	18773716	18731439	0
Y	18773716	18770182	0
Y	18773736	18771813	0
Y	18777562	18776278	0
Y	18789920	18772707	0
Y	18790768	18789810	0
Y	18819787	18790569	0
Y	18833649	18833001	0
Y	18833919	18833473	0
Y	18834208	18833889	0
Y	18877206	18872502	0
Y	18878229	18872500	0
Y	19043347	19041497	0
Y	19044696	18932316	0
Y	19077119	18877067	0
Y	19077396	19068723	0
Y	19077417	18932698	0
Y	19260876	19253959	0
Y	19457118	19456311	0
Y	19459080	19455430	0
Y	19459080	19456584	0
Y	19587508	19588369	0
Y	19587508	19589520	0
Y	19588651	19589520	0
Y	19588651	19589526	0
Y	19593594	19596014	0
Y	19596135	19597590	0
Y	19706641	19705414	0
Y	19706641	19705416	0
Y	19706641	19705419	0
Y	19706641	19706062	0
Y	19706864	19703864	0
Y	19706864	19705424	0
Y	19707747	19706440	0
Y	19707747	19706793	0
Y	19708072	19707146	0
Y	19708072	19707181	0
Y	19709810	19708874	0
Y	19710261	19708874	0
Y	19710473	19708874	0
Y	19710473	19709450	0
Y	19710607	19709699	0
Y	19715500	19710375	0
Y	19715740	19710375	0
Y	19715740	19715351	0
Y	19716005	19715135	0
Y	19716005	19715583	0
Y	19716005	19715614	0
Y	19716112	19715614	0
Y	19716474	19715614	0
Y	19721312	19720871	0
Y	19722468	19720871	0
Y	19723434	19721129	0
Y	19731931	19721129	0
Y	19731931	19721271	0
Y	19987853	19986574	0
Y	20005829	20001184	0
Y	20466668	20465667	0
Y	20507457	20469871	0
Y	20518408	20507253	0
Y	20519229	20507351	0
Y	20588106	20589483	0
Y	20811810	20808775	0
Y	21042370	21038288	0
Y	21383797	21382953	0
Y	21395789	21394990	0
Y	21395789	21395147	0
Y	21431495	21430696	0
Y	21465812	21465383	0
Y	21508610	21508298	0
Y	21532150	21531838	0
Y	21556400	21555851	0
Y	21584875	21583599	0
Y	21679224	21677245	0
Y	21818219	21817578	0
Y	21881153	21880075	0
Y	21881153	21880307	0
Y	21904695	21903617	0
Y	21904695	21903619	0
Y	21928329	21927520	0
Y	22049348	22048553	0
Y	22051639	22049754	0
Y	22073759	22071755	0
Y	22082196	22071755	0
Y	22102370	22100813	0
Y	22103003	22101691	0
Y	22103003	22102104	0
Y	22146950	22139949	0
Y	22147485	22146639	0
Y	22169619	22168541	0
Y	22298877	22296797	0
Y	22306221	22305924	0
Y	22400706	22400402	0
Y	22441127	22439592	0
Y	22581448	22580988	0
Y	22670871	22670615	0
Y	22763655	22762850	0
Y	22861835	22861111	0
Y	23135274	23129354	0
Y	23135274	23129361	0
Y	23135274	23129362	0
Y	23135274	23130709	0
Y	23135276	23131003	0
Y	23160025	23129862	0
Y	23538119	23537307	0
Y	23541456	23539180	0
Y	23543569	23541302	0
Y	23543569	23541408	0
Y	23658643	23657838	0
Y	23661350	23659465	0
Y	23691873	23681439	0
Y	23691873	23682006	0
Y	23726809	23715921	0
Y	23740895	23740257	0
Y	23741135	23740735	0
Y	23741434	23741104	0
Y	23763518	23762837	0
Y	23939321	23936726	0
Y	23941623	23939185	0
Y	23946592	23945926	0
Y	23947101	23946403	0
Y	23968219	23967563	0
Y	24047970	24045228	0
Y	24051488	24049877	0
Y	24083957	24081703	0
Y	24183023	24179315	0
Y	24183506	24182817	0
Y	24187232	24183433	0
