14	70734499	70735960	0	1	0	1
1	84814172	84865384	0	54	0	54
16	308626	309972	0	2	0	2
14	55148687	55150798	0	1	0	1
6	169634526	169647772	0	1	0	1
6	44229792	44229906	0	278	0	281
12	53552638	53600952	0	50	0	50
17	60211119	60211375	0	101	0	106
22	40409019	40409339	0	1	0	1
9	97431075	97432024	0	10	0	11
19	18856301	18856876	0	379	0	379
17	60208211	60208653	0	91	0	91
17	74250029	74250264	0	17	0	17
5	95528153	95529000	0	81	0	81
16	89685676	89686446	0	3	0	3
11	126235088	126240791	0	48	0	48
20	35057572	35069295	0	204	0	218
1	35178037	35187000	0	57	0	62
17	28620631	28620987	0	272	0	276
1	93212262	93214742	0	14	0	14
17	47944716	47945558	0	118	0	121
19	46738889	46739164	0	3	0	3
20	49012085	49013563	0	80	0	82
21	46003150	46003390	0	492	0	499
X	153772288	153772885	0	60	0	60
9	128608050	128608129	0	290	0	296
13	23806070	23809849	0	104	0	110
20	32430054	32431320	0	64	0	64
7	74220255	74220583	0	4	0	4
6	41591323	41594869	0	124	0	127
1	93212262	93214745	0	2	0	2
17	76398585	76398836	0	114	0	114
9	5466830	5467839	0	4	0	4
2	101859865	101860824	0	37	0	37
11	64307505	64313950	0	184	0	185
10	102033340	102040012	0	49	0	49
15	67208659	67209461	0	238	0	243
16	579181	580857	0	4	0	4
15	50578665	50580873	0	126	0	142
19	10320952	10321530	0	11	0	11
7	101223501	101223672	0	15	0	15
14	88578141	88593363	0	2	0	2
4	105700015	105703300	0	9	0	9
16	666990	667513	0	3	0	3
8	18210181	18219410	0	5	0	5
10	102862181	102862872	0	79	0	79
12	49128822	49272446	0	60	0	60
12	57158639	57159824	0	12	0	12
16	18151748	18153204	0	4	0	4
10	125912444	125912463	0	2	0	2
11	94456339	94459407	0	83	0	83
1	222823946	222827427	0	3	0	3
1	155868792	155880499	0	139	0	139
15	85740273	85746839	0	2	0	2
2	182731108	182732482	0	1	0	1
4	184475055	184475152	0	4	0	4
2	85555591	85556181	0	72	0	73
3	197066755	197069218	0	135	0	136
1	169368343	169369472	0	145	0	146
14	35294530	35307993	0	8	0	8
1	55178133	55214605	0	2	0	2
12	52073903	52076785	0	358	0	358
13	37024443	37025319	0	141	0	152
17	7590860	7592443	0	3	0	3
17	75933089	75935631	0	13	0	13
22	39215548	39215581	0	1	0	2
19	17172964	17180926	0	6	0	6
1	23779482	23785674	0	4	0	4
4	143439888	143440078	0	12	0	12
16	30193456	30193532	0	1331	0	1342
17	81688828	81690673	0	23	0	23
9	41011731	41013780	0	62	0	65
17	64537113	64537602	0	107	0	107
5	70481539	70495023	0	17	0	17
12	57296552	57297327	0	70	0	72
5	134380809	134388324	0	379	0	390
X	345673	346173	0	70	0	70
17	560574	562502	0	62	0	63
17	64886887	64889680	0	2	0	2
16	30193456	30193539	0	1	0	1
14	92014578	92015695	0	26	0	26
11	122956577	122957362	0	2	0	2
18	27951995	27952112	0	1	0	1
2	96278359	96278472	0	6	0	6
7	5529401	5529534	0	22264	0	22640
1	19622148	19623473	0	1456	0	1523
11	74749383	74789625	0	27	0	27
14	19068215	19103676	0	4	0	4
13	27648454	27665020	0	2	0	2
2	241712072	241719482	0	6	0	6
2	210455315	210471958	0	43	0	46
19	57212543	57254179	0	1	0	1
7	123709224	123748221	0	2	0	2
18	9216901	9221851	0	17	0	17
8	123250321	123253321	0	67	0	67
5	142000922	142001242	0	1	0	1
6	145893330	145894149	0	4	0	4
20	49908593	49915254	0	4	0	4
12	94400982	94401204	0	5	0	5
5	141625366	141625684	0	283	0	289
