Event Region	Gene Symbol	Target Exon	Event Type	N	T	Exon Type	Reference Transcript	ΔPSI (%)	T-test p-value	FDR (BH)	N Values	T Values	Database ID
7:74883767-74884223	STAG3L2	7:74884525-74883794	IR	2	2	-	ENST00000611766	99.08	4.34998e-04	4.34998e-04	0.99009900990099|0.854700854700855	100|100	7_74884525_74883794_R_ENST00000611766_1
16:21879338-21879457	SMG1P4	16:21880300-21879337	IR (overlapping region)	2	2	-	ENST00000523028	97.30	1.76793e-02	1.76793e-02	0|5.40540540540541	100|100	16_21880300_21879337_R_ENST00000523028_1
7:74883767-74884223	STAG3L2	7:74884525-74883766	IR	2	2	-	ENST00000611766	96.32	1.31025e-02	1.31025e-02	5.66037735849057|1.69491525423729	100|100	7_74884525_74883766_R_ENST00000611766_1
5:824008-824093	ZDHHC11	5:824094-821860	IR	2	2	-	ENST00000508951	96.24	6.93612e-04	6.93612e-04	3.38983050847458|0.8	100|96.6666666666667	5_824094_821860_R_ENST00000508951_1
22:31340677-31341683	PATZ1	22:31343286-31335417	IR	2	2	-	ENST00000215919	95.73	8.54657e-03	8.54657e-03	2.98507462686567|5.55555555555556	100|100	22_31343286_31335417_R_ENST00000215919_1
17:64491523-64491789	ATP5MFP4	17:64492721-64490795	IR	2	2	-	ENST00000538774	95.35	2.58291e-03	2.58291e-03	1.98019801980198|3.75	100|96.4285714285714	17_64492721_64490795_R_ENST00000538774_1
1:100083563-100085434	SASS6	1:100084472-100057989	IR	2	2	-	ENST00000287482	94.91	1.44179e-03	1.44179e-03	5.17241379310345|0	100|95	1_100084472_100057989_R_ENST00000287482_1
11:644233-644654	DEAF1	11:651408-644232	IR	2	2	-	ENST00000382409	94.49	1.21710e-02	1.21710e-02	7.31707317073171|3.7037037037037	100|100	11_651408_644232_R_ENST00000382409_1
7:149619749-149620037	ZNF767P	7:149621151-149619923	IR	2	2	-	ENST00000493198	94.44	3.74051e-02	3.74051e-02	0|0	100|88.8888888888889	7_149621151_149619923_R_ENST00000493198_1
17:74772903-74773039	NAT9	17:74775853-74772895	IR	2	2	-	ENST00000578947	94.33	6.66298e-03	6.66298e-03	3.09734513274336|4.34782608695652	100|96.1038961038961	17_74775853_74772895_R_ENST00000578947_1
3:129397210-129397348	SNORA7B	3:129399420-129397039	IR	2	2	-	ENST00000384360	94.07	1.19284e-02	1.19284e-02	7.69230769230769|4.16666666666667	100|100	3_129399420_129397039_R_ENST00000384360_1
9:129641083-129641282	AL590369.1	9:129642170-129640540	IR	2	2	-	ENST00000455074	94.06	2.14580e-03	2.14580e-03	3.06122448979592|6.77966101694915	100|97.9591836734694	9_129642170_129640540_R_ENST00000455074_1
9:129641083-129641282	AL590369.1	9:129642166-129640540	IR	2	2	-	ENST00000455074	94.06	2.14580e-03	2.14580e-03	3.06122448979592|6.77966101694915	100|97.9591836734694	9_129642166_129640540_R_ENST00000455074_1
3:129397210-129397348	SNORA7B	3:129399496-129397039	IR	2	2	-	ENST00000384360	93.87	2.24278e-02	2.24278e-02	9.43396226415094|2.8169014084507	100|100	3_129399496_129397039_R_ENST00000384360_1
19:9617058-9617171	ZNF561	19:9617172-9614058	IR	2	2	-	ENST00000421525	93.73	1.10823e-03	1.10823e-03	4.34782608695652|6.81818181818182	100|98.6301369863014	19_9617172_9614058_R_ENST00000421525_1
12:58885880-58885902	LRIG3	12:58887036-58885879	IR	2	2	-	ENST00000550304	93.65	3.05951e-03	3.05951e-03	7.14285714285714|0	100|94.4444444444444	12_58887036_58885879_R_ENST00000550304_1
X:52947258-52948705	FAM156A	X:52958495-52947603	IR	2	2	-	ENST00000596733	92.88	2.45349e-02	2.45349e-02	3.53982300884956|10.7023411371237	100|100	X_52958495_52947603_R_ENST00000596733_1
3:129397210-129397348	SNORA7B	3:129399406-129397039	IR	2	2	-	ENST00000384360	92.78	3.20982e-03	3.20982e-03	7.69230769230769|6.75675675675676	100|100	3_129399406_129397039_R_ENST00000384360_1
10:79352393-79353644	PPIF	10:79352393-79353394	A5SS	2	2	-	Ex.TSS.ENST00000448165	92.65	5.04197e-02	5.04197e-02	0|0	100|85.2941176470588	10_79352393_79353644_S_Ex.TSS.ENST00000448165_1
3:129396218-129396425	RPL32P3	3:129397141-129396195	IR	2	2	-	ENST00000359025	92.62	1.39331e-02	1.39331e-02	5.35714285714286|9.41176470588235	100|100	3_129397141_129396195_R_ENST00000359025_1
8:22636590-22636962	BIN3	8:22636963-22636524	IR	2	2	-	ENST00000518366	92.38	1.03900e-03	1.03900e-03	8.10810810810811|4.34782608695652	100|97.2222222222222	8_22636963_22636524_R_ENST00000518366_1
16:21447513-21448087	SMG1P3	16:21448610-21447927	IR	2	2	-	ENST00000440195	92.19	5.38222e-02	5.38222e-02	0|0	84.375|100	16_21448610_21447927_R_ENST00000440195_1
9:133412363-133412492	REXO4	9:133412493-133411003	IR	2	2	-	ENST00000445916	92.16	2.20531e-03	2.20531e-03	0|2.89855072463768	95.9183673469388|91.304347826087	9_133412493_133411003_R_ENST00000445916_1
8:93740121-93740773	RBM12B-AS1	8:93740957-93740628	IR	2	2	-	ENST00000623283	92.00	1.32943e-03	1.32943e-03	8.19672131147541|7.8125	100|100	8_93740957_93740628_R_ENST00000623283_1
8:22636590-22636962	BIN3	8:22644805-22636921	IR	2	2	-	ENST00000518366	91.99	2.21818e-03	2.21818e-03	0|0	91.6666666666667|92.3076923076923	8_22644805_22636921_R_ENST00000518366_1
8:22636590-22636962	BIN3	8:22644804-22636921	IR	2	2	-	ENST00000518366	91.99	2.21818e-03	2.21818e-03	0|0	91.6666666666667|92.3076923076923	8_22644804_22636921_R_ENST00000518366_1
14:65083744-65084299	MAX	14:65093816-65077192	IR (overlapping region)	2	2	-	ENST00000246163	91.85	1.37066e-02	1.37066e-02	4.16666666666667|0	93.75|94.1176470588235	14_65093816_65077192_R_ENST00000246163_1
17:75286335-75286459	SLC25A19	17:75286724-75286399	IR	2	2	-	ENST00000582778	91.82	3.65781e-02	3.65781e-02	13.4615384615385|2.89855072463768	100|100	17_75286724_75286399_R_ENST00000582778_1
3:129396218-129396425	RPL32P3	3:129397141-129396216	IR	2	2	-	ENST00000359025	91.79	8.30264e-03	8.30264e-03	7.01754385964912|9.41176470588235	100|100	3_129397141_129396216_R_ENST00000359025_1
11:644233-644654	DEAF1	11:646597-644233	IR	2	2	-	ENST00000382409	91.75	2.34076e-02	2.34076e-02	11.6279069767442|4.8780487804878	100|100	11_646597_644233_R_ENST00000382409_1
2:218656387-218656463	ZNF142	2:218656464-218651700	IR	2	2	-	ENST00000432460	91.69	9.09516e-04	9.09516e-04	1.81818181818182|5.40540540540541	93.9393939393939|96.6666666666667	2_218656464_218651700_R_ENST00000432460_1
17:64491523-64491789	ATP5MFP4	17:64492773-64490795	IR	2	2	-	ENST00000538774	91.16	4.17662e-02	4.17662e-02	1.98019801980198|3.2	100|87.5	17_64492773_64490795_R_ENST00000538774_1
1:1081825-1084506	C1orf159	1:1085311-1084352	IR	2	2	-	ENST00000487177	91.13	8.55244e-04	8.55244e-04	0|3.38983050847458	90.9090909090909|94.7368421052632	1_1085311_1084352_R_ENST00000487177_1
7:75416275-75416787	NSUN5P1	7:75421286-75416786	IR	2	2	-	ENST00000422386	90.84	2.35146e-04	2.35146e-04	5.16528925619835|7.10059171597633	97.972972972973|95.9798994974874	7_75421286_75416786_R_ENST00000422386_1
9:129641083-129641282	AL590369.1	9:129642125-129640540	IR	2	2	-	ENST00000455074	90.78	1.15506e-02	1.15506e-02	5|11.2903225806452	100|97.8494623655914	9_129642125_129640540_R_ENST00000455074_1
17:8149239-8149663	PER1	17:8149311-8148643	IR	2	2	-	ENST00000579065	90.62	6.56238e-02	6.56238e-02	0|0	81.25|100	17_8149311_8148643_R_ENST00000579065_1
9:97610845-97611122	TSTD2	9:97611700-97610844	IR	2	2	-	ENST00000484708	90.60	5.48241e-02	5.48241e-02	0|2.12765957446809	83.3333333333333|100	9_97611700_97610844_R_ENST00000484708_1
20:10649636-10649695	MIR6870	20:10650258-10649521	IR	2	2	-	ENST00000615931	90.42	3.92057e-02	3.92057e-02	0|0	96|84.8484848484848	20_10650258_10649521_R_ENST00000615931_1
16:21406038-21406689	NPIPB3	16:21406860-21406653	IR	2	2	-	ENST00000448012	90.33	2.56448e-03	2.56448e-03	10.5485232067511|6.82926829268293	98.046875|100	16_21406860_21406653_R_ENST00000448012_1
9:133412363-133412492	REXO4	9:133412493-133410984	IR	2	2	-	ENST00000445916	90.28	5.50605e-03	5.50605e-03	0|2.89855072463768	92.156862745098|91.304347826087	9_133412493_133410984_R_ENST00000445916_1
15:100575044-100575128	LINS1	15:100580353-100575021	IR	2	2	-	ENST00000559577	90.21	3.38107e-02	3.38107e-02	0|4.8780487804878	85.2941176470588|100	15_100580353_100575021_R_ENST00000559577_1
14:65083744-65084299	MAX	14:65093816-65075201	IR (overlapping region)	2	2	-	ENST00000246163	90.18	8.69176e-03	8.69176e-03	4.16666666666667|0	91.6666666666667|92.8571428571429	14_65093816_65075201_R_ENST00000246163_1
17:64491523-64491789	ATP5MFP4	17:64492773-64490861	IR	2	2	-	ENST00000538774	90.05	4.97488e-02	4.97488e-02	2.40963855421687|3.2	100|85.7142857142857	17_64492773_64490861_R_ENST00000538774_1
3:170136534-170136665	PHC3	3:170136671-170129384	IR	2	2	-	ENST00000466189	90.02	4.26348e-02	4.26348e-02	4.16666666666667|0	84.2105263157895|100	3_170136671_170129384_R_ENST00000466189_1
16:21406038-21406689	NPIPB3	16:21406860-21406037	IR	2	2	-	ENST00000448012	89.76	1.68731e-02	1.68731e-02	3.19634703196347|7.28155339805825	90|100	16_21406860_21406037_R_ENST00000448012_1
22:42577098-42577495	RRP7BP	22:42577963-42577097	IR	2	2	-	ENST00000421116	89.71	1.05308e-02	1.05308e-02	1.75438596491228|2.4	93.6170212765958|89.9497487437186	22_42577963_42577097_R_ENST00000421116_1
15:100575044-100575128	LINS1	15:100580353-100575043	IR	2	2	-	ENST00000559577	89.50	4.06846e-02	4.06846e-02	0|4.8780487804878	83.8709677419355|100	15_100580353_100575043_R_ENST00000559577_1
