Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Positive Regulation of DNA-templated Transcription (GO:0045893)	15/1274	5.269708649214534E-13	7.58838045486893E-11	0	0	25.570558644426793	722.9214018517094	KDM5A;PRRX1;KMT2B;HMGA1;PSIP1;DEK;CTCF;BAZ1B;HCFC1;FOSL1;NR4A1;TFAP4;RFX7;NSD1;ASXL2
Regulation of DNA-templated Transcription (GO:0006355)	16/2139	5.6498621405002185E-11	4.067900741160158E-9	0	0	17.382948657560057	410.1820476764812	KDM5A;PRRX1;KMT2B;HMGA1;BAZ1A;DEK;CTCF;BAZ1B;HCFC1;FOSL1;NR4A1;TFAP4;CUX1;RFX7;TRPS1;NSD1
Regulation of Transcription by RNA Polymerase II (GO:0006357)	16/2250	1.2169486163652758E-10	5.841353358553324E-9	0	0	16.41987466427932	374.8575998838748	PRRX1;HMGA1;PSIP1;BAZ1A;DEK;CTCF;BAZ1B;HCFC1;FOSL1;NR4A1;TFAP4;CUX1;RFX7;TRPS1;NSD1;ASXL2
Chromatin Organization (GO:0006325)	8/322	1.933512785822451E-9	6.960646028960824E-8	0	0	32.26273885350319	647.31724982751	KDM5A;DNMT1;PSIP1;BAZ1A;DEK;CTCF;BAZ1B;HCFC1
Chromatin Remodeling (GO:0006338)	7/261	1.3927435152897323E-8	4.011101324034429E-7	0	0	32.942797591477536	595.9156137274239	KDM5A;PSIP1;BAZ1A;DEK;CTCF;BAZ1B;HCFC1
Positive Regulation of Transcription by RNA Polymerase II (GO:0045944)	10/983	6.22534268281173E-8	1.4940822438748153E-6	0	0	14.389957421817648	238.7589254708718	NR4A1;PRRX1;RFX7;ASXL2;HMGA1;PSIP1;DEK;CTCF;BAZ1B;HCFC1
Positive Regulation of RNA Biosynthetic Process (GO:1902680)	7/555	2.305555892010973E-6	4.742857834994002E-5	0	0	15.048196650923144	195.3284327661179	KDM5A;TFAP4;NSD1;KMT2B;HMGA1;CTCF;HCFC1
Regulation of Gene Expression (GO:0010468)	8/1126	2.6046261161214644E-5	4.688327009018636E-4	0	0	8.70169946332737	91.85197494909009	KDM5A;DNMT1;NSD1;HMGA1;BAZ1A;CTCF;TOB2;HCFC1
Negative Regulation of DNA-templated Transcription (GO:0045892)	7/1006	1.0798376538205765E-4	0.0017277402461129223	0	0	8.068774657009952	73.69639267124732	TFAP4;CUX1;TRPS1;NSD1;HMGA1;CTCF;HCFC1
Positive Regulation of Transcription by RNA Polymerase III (GO:0045945)	2/16	1.5456226251440912E-4	0.0022256965802074915	0	0	133.51298701298703	1171.5649187325307	DEK;BAZ1B
Regulation of RNA Biosynthetic Process (GO:2001141)	5/465	1.7098937509940352E-4	0.002238406364937646	0	0	11.507437070938215	99.81446355667251	KDM5A;NSD1;HMGA1;BAZ1A;HCFC1
Negative Regulation of Cellular Process (GO:0048523)	5/531	3.163016026672977E-4	0.003795619232007572	0	0	10.030518310986592	80.83408501028362	NR4A1;TFAP4;HMGA1;CTCF;TOB2
Regulation of Transcription by RNA Polymerase III (GO:0006359)	2/27	4.485732346015014E-4	0.0049688112140474	0	0	74.72727272727273	576.1053209816113	DEK;BAZ1B
Regulation of Transcription by RNA Polymerase I (GO:0006356)	2/31	5.925763837338499E-4	0.00609507137554817	0	0	64.40752351097179	478.6142893882731	DEK;BAZ1B
Positive Regulation of Transcription by RNA Polymerase I (GO:0045943)	2/34	7.133919282086086E-4	0.006848562510802642	0	0	58.36079545454545	422.85195288475757	DEK;BAZ1B
Negative Regulation of Cell Population Proliferation (GO:0008285)	4/379	8.954128380216887E-4	0.008058715542195198	0	0	10.773333333333333	75.6096846000524	TFAP4;HMGA1;CTCF;TOB2
Negative Regulation of Transcription by RNA Polymerase II (GO:0000122)	5/732	0.0013537821509183245	0.011467331160719926	0	0	7.18453630637805	47.452806251558975	CUX1;TRPS1;NSD1;CTCF;HCFC1
Regulation of Cell Population Proliferation (GO:0042127)	5/767	0.0016649369078772132	0.013319495263017705	0	0	6.842450614725791	43.77778041284929	FOSL1;TFAP4;HMGA1;CTCF;TOB2
Nucleosome Organization (GO:0034728)	2/77	0.0036089339271247866	0.027351920289787855	0	0	24.848484848484848	139.75639837159773	HMGA1;BAZ1A
