Event Region,Gene Symbol,Target Exon,Event Type,N,T,Exon Type,Reference Transcript,ΔPSI (%),T-test p-value,FDR (BH),N Values,T Values,Database ID,Grouped Event Type
1:1386495-1387582,CCNL2,1:1387870-1387542,IR,2,2,-,ENST00000400809,73.95,0.00577199,0.00577199,10.5263157894737|15.3846153846154,90.4761904761905|83.3333333333333,1_1387870_1387542_R_ENST00000400809_1,IR
16:1367292-1367349,UNKL,16:1367859-1367291,IR,2,2,-,ENST00000402641,65.45,0.00684435,0.00684435,33.3333333333333|30.7692307692308,95|100,16_1367859_1367291_R_ENST00000402641_1,IR
16:1367292-1367349,UNKL,16:1367859-1367241,IR,2,2,-,ENST00000402641,65.45,0.00684435,0.00684435,33.3333333333333|30.7692307692308,95|100,16_1367859_1367241_R_ENST00000402641_1,IR
14:68887785-68888084,HMGN1P3,14:68890143-68885424,IR,2,2,-,ENST00000555136,62.18,0.0070544,0.0070544,12.6760563380282|14.2857142857143,73.7704918032787|77.5510204081633,14_68890143_68885424_R_ENST00000555136_1,IR
11:119091538-119092811,HMBS,11:119092164-119092757,IR,2,2,-,ENST00000544182,60.32,0.00638745,0.00638745,13.6363636363636|17.6470588235294,75|76.9230769230769,11_119092164_119092757_R_ENST00000544182_1,IR
7:44796794-44799391,PPIA,7:44799247-44799277,SES,2,2,NMD,ENST00000415933,58.13,0.00955094,0.00955094,42.7392739273927|40.9948542024014,100|100,7_44796794_44799391_W_ENST00000415933_1,Exon Skipping
1:225406562-225406832,LBR,1:225410417-225406663,IR,2,2,-,ENST00000424022,55.8,0.00465015,0.00465015,7.14285714285714|11.7647058823529,68|62.5,1_225410417_225406663_R_ENST00000424022_1,IR
16:67830905-67831358,CENPT,16:67831359-67829764,IR (overlapping region),2,2,NMD,ENST00000562462,52.32,0.000821686,0.000821686,42.1052631578947|40,94.4444444444444|92.3076923076923,16_67831359_67829764_R_ENST00000562462_1,IR
12:56316223-56317643,PAN2,12:56316337-56315129,IR,2,2,-,ENST00000425394,48.37,0.00592361,0.00592361,8|12.9032258064516,61.5384615384615|56.0975609756098,12_56316337_56315129_R_ENST00000425394_1,IR
6:10404668-10404739,TFAP2A,6:10404740-10402491,IR (overlapping region),2,2,-,ENST00000473652,46.9,0.00487668,0.00487668,5.26315789473684|5.88235294117647,53.3333333333333|51.6129032258064,6_10404740_10402491_R_ENST00000473652_1,IR
16:668656-670175,RHOT2,16:669607-670122,IR,2,2,-,ENST00000602564,45.4,0.00428823,0.00428823,28.5714285714286|30.4347826086957,76.4705882352941|73.3333333333333,16_669607_670122_R_ENST00000602564_1,IR
1:150577070-150577491,MCL1,1:150578778-150576926,IR,2,2,-,ENST00000307940,45.23,0.00628382,0.00628382,23.0769230769231|23.0769230769231,68.75|67.8571428571429,1_150578778_150576926_R_ENST00000307940_1,IR
12:57230803-57231913,SHMT2,12:57231001-57231480,IR,2,2,-,ENST00000554467,42.89,0.0027784,0.0027784,7.40740740740741|10,53.1914893617021|50,12_57231001_57231480_R_ENST00000554467_1,IR
7:72998490-72998790,STAG3L3,7:72999163-72998675,IR,2,2,-,ENST00000423834,41.1,0.00666618,0.00666618,16.6666666666667|12.1212121212121,53.8461538461538|57.1428571428571,7_72999163_72998675_R_ENST00000423834_1,IR
17:7307753-7309614,EIF5A,17:7307753-7307888,A5SS,2,2,-,Ex.TSS.ENST00000336458,37.38,0.00579561,0.00579561,0|0,37.037037037037|37.7176015473888,17_7307753_7309614_S_Ex.TSS.ENST00000336458_1,A5SS
17:7307410-7309614,EIF5A,17:7307410-7307888,A5SS,2,2,-,Ex.ENST00000355068,37.38,0.00579561,0.00579561,0|0,37.037037037037|37.7176015473888,17_7307410_7309614_S_Ex.ENST00000355068_1,A5SS
5:179619301-179619407,HNRNPH1,5:179621036-179619272,IR,2,2,-,ENST00000504348,36.78,0.0021984,0.0021984,41.3223140495868|38.8349514563107,75.78125|77.9411764705882,5_179621036_179619272_R_ENST00000504348_1,IR
5:179619301-179619407,HNRNPH1,5:179621036-179619268,IR,2,2,-,ENST00000504348,36.53,0.005112,0.005112,41.3223140495868|39.4230769230769,75.3968253968254|78.4172661870504,5_179621036_179619268_R_ENST00000504348_1,IR
5:179619301-179619407,HNRNPH1,5:179621036-179619300,IR,2,2,-,ENST00000504348,36.48,0.00657319,0.00657319,43.2|40,80.1587301587302|76,5_179621036_179619300_R_ENST00000504348_1,IR
5:179621011-179621397,HNRNPH1,5:179621036-179619468,IR,2,2,-,ENST00000505087,36.41,0.0014523,0.0014523,35.1190476190476|35.8974358974359,72.0930232558139|71.7391304347826,5_179621036_179619468_R_ENST00000505087_1,IR
12:6868469-6868987,TPI1,12:6868510-6868863,IR,2,2,-,ENST00000495834,36.15,0.00761439,0.00761439,22.2222222222222|26.6666666666667,62.8571428571429|58.3333333333333,12_6868510_6868863_R_ENST00000495834_1,IR
5:177490246-177490593,PDLIM7,5:177490907-177489770,IR,2,2,-,ENST00000355572,34.92,0.00382661,0.00382661,28.125|25,62.962962962963|60,5_177490907_177489770_R_ENST00000355572_1,IR
8:100702916-100703359,PABPC1,8:100704391-100702915,IR,2,2,-,ENST00000318607,34.44,0.00733421,0.00733421,5.83333333333333|8.08823529411765,39.622641509434|43.1818181818182,8_100704391_100702915_R_ENST00000318607_1,IR
7:44796794-44799391,PPIA,7:44799247-44799277,MES,2,2,-,ENST00000489459,33.23,0.00066702,0.00066702,38.7788778877888|38.2504288164666,71.6049382716049|71.875,7_44796794_44799391_W_ENST00000489459_2,Exon Skipping
16:89561369-89561636,RPL13,16:89561578-89561636,A3SS,2,2,-,Ex.ENST00000311528,32.63,0.00598035,0.00598035,57.9430670339761|58.6466165413534,90.9698996655518|90.8783783783784,16_89561369_89561636_S_Ex.ENST00000311528_1,A3SS
16:89561369-89561598,RPL13,16:89561578-89561598,A3SS,2,2,-,Ex.ENST00000311528,32.63,0.00598035,0.00598035,57.9430670339761|58.6466165413534,90.9698996655518|90.8783783783784,16_89561369_89561598_S_Ex.ENST00000311528_1,A3SS
16:89561369-89561595,RPL13,16:89561578-89561595,A3SS,2,2,-,Ex.ENST00000311528,32.63,0.00598035,0.00598035,57.9430670339761|58.6466165413534,90.9698996655518|90.8783783783784,16_89561369_89561595_S_Ex.ENST00000311528_1,A3SS
3:50289208-50289360,IFRD2,3:50289629-50289207,IR,2,2,-,ENST00000483071,32.07,0.00634514,0.00634514,40.9090909090909|44.6428571428571,76.5432098765432|73.1481481481482,3_50289629_50289207_R_ENST00000483071_1,IR
5:179621347-179621397,HNRNPH1,5:179621462-179620891,IR,2,2,-,ENST00000503664,32.06,0.000210589,0.000210589,22.9411764705882|22.6415094339623,55.0724637681159|54.6218487394958,5_179621462_179620891_R_ENST00000503664_1,IR
17:74203771-74203917,RPL38,17:74203771-74203790,A5SS,2,2,-,Ex.TSS.ENST00000528433,31.97,0.00770688,0.00770688,0|0,31.5789473684211|32.3529411764706,17_74203771_74203917_S_Ex.TSS.ENST00000528433_1,A5SS
17:74203746-74203917,RPL38,17:74203746-74203790,A5SS,2,2,-,Ex.TSS.ENST00000311111,31.97,0.00770688,0.00770688,0|0,31.5789473684211|32.3529411764706,17_74203746_74203917_S_Ex.TSS.ENST00000311111_1,A5SS
13:113321557-113323430,LAMP1,13:113321878-113322281,IR,2,2,-,ENST00000472564,30.04,0.000481708,0.000481708,52.9411764705882|52.9411764705882,82.9545454545455|83,13_113321878_113322281_R_ENST00000472564_1,IR
X:154399338-154400913,RPL10,X:154399595-154399802,IR,2,2,-,ENST00000482732,29.28,0.00183315,0.00183315,9.52380952380952|11.3207547169811,40.4761904761905|38.9380530973451,X_154399595_154399802_R_ENST00000482732_1,IR
19:49558433-49558978,NOSIP,19:49558979-49558061,IR,2,2,-,ENST00000601107,29.0,0.00769712,0.00769712,7.69230769230769|4,33.3333333333333|36.3636363636364,19_49558979_49558061_R_ENST00000601107_1,IR
