X	100296301	100291646	0
X	100342073	100291643	0
X	100342076	100291643	0
X	100342076	100291645	0
X	100350705	100291643	0
X	100350705	100341902	0
X	10038655	10024841	0
X	100402576	100350661	0
X	100402852	100350645	0
X	100630867	100627108	0
X	100630867	100628669	0
X	100632569	100630758	0
X	100632569	100632062	0
X	100633540	100630758	0
X	100633540	100632484	0
X	100633540	100632540	0
X	100634030	100633404	0
X	100634030	100633441	0
X	100678600	100674490	1
X	100678600	100674493	1
X	100678600	100675896	1
X	100678784	100674493	1
X	100686152	100681226	0
X	100686782	100685989	0
X	100687246	100686678	0
X	100688444	100687066	0
X	100689960	100684695	0
X	100689960	100688350	0
X	100731511	100704810	0
X	100731535	100701927	0
X	100732121	100701927	0
X	100732122	100701927	0
X	100732124	100731413	0
X	100816241	100815864	0
X	100848755	100843323	0
X	100848755	100843835	0
X	100849427	100843782	0
X	100862304	100851232	0
X	100862821	100843332	0
X	100923062	100913444	0
X	100929434	100914298	0
X	1009381	1008502	0
X	101019071	101009345	0
X	101019071	101009349	0
X	101019071	101009541	0
X	101023617	101021967	1
X	101035684	101023469	0
X	101035684	101023585	0
X	101037074	101035612	0
X	101037540	101035622	0
X	101051367	101042041	0
X	101051734	101042041	0
X	101052083	101042232	0
X	101052117	101042041	0
X	101094477	101043563	0
X	101219906	101220078	0
X	101275282	101268252	0
X	101275282	101268256	0
X	101275282	101268859	0
X	101348402	101345660	15
X	101348576	101345783	12
X	101348686	101348060	13
X	101348727	101345660	11
X	101348727	101348037	7
X	101348750	101345658	10
X	101349197	101345660	12
X	101353352	101349446	0
X	101353352	101349449	0
X	101353918	101353193	0
X	101353985	101353042	0
X	101353989	101353193	0
X	101354222	101353318	0
X	101356269	101354629	0
X	101356805	101355584	0
X	101356956	101356051	0
X	101357584	101356510	0
X	101357584	101356783	0
X	101358438	101354629	0
X	101362241	101360567	0
X	101362690	101362172	0
X	101362816	101362190	0
X	101374635	101371632	0
X	101375285	101374535	0
X	101375315	101374305	0
X	101375315	101374535	0
X	101391236	101391458	13
X	101391565	101391754	12
X	101391823	101392049	43
X	101395458	101395727	46
X	101398568	101397802	2
X	101398568	101397806	2
X	101398568	101397935	18
X	101398695	101397806	2
X	101398947	101398369	8
X	101399801	101398784	1
X	101400758	101398784	2
X	101400758	101398907	1
X	101400854	101398515	1
X	101401810	101398784	8
X	101401810	101400665	44
X	101401810	101401232	47
X	101403986	101401369	0
X	101403986	101401631	0
X	101498336	101498643	0
X	101532013	101533083	0
X	101616767	101615117	6
X	101616767	101615512	9
X	101617371	101615125	2
X	101617371	101616395	2
X	101617371	101616671	2
X	101617585	101615119	4
X	101617585	101616671	2
X	101617585	101617282	0
X	101617585	101617291	0
X	101617911	101617502	0
X	101617914	101617502	0
X	101617915	101616861	0
X	101617977	101617502	0
X	101618001	101616212	2
X	101618002	101615125	0
X	101618002	101617502	0
X	101623277	101623785	3
X	101623277	101623813	2
X	101623431	101623785	1
X	101623431	101623813	1
X	101624165	101622982	0
X	101658143	101655280	0
X	101658143	101655466	0
X	101658143	101657086	0
X	101658143	101657092	0
X	101658143	101657274	0
X	101658143	101657310	0
X	101658143	101657400	0
X	101658143	101657517	0
X	101658143	101657666	0
X	101658526	101658072	0
X	101658526	101658080	0
X	101658570	101658072	0
X	101658595	101657356	0
X	101658622	101658072	0
X	101658650	101658072	0
X	101659137	101658072	0
X	101659149	101658072	0
X	101659502	101658460	0
X	101659502	101659075	0
X	101659797	101659418	0
X	101659831	101659199	0
X	101659832	101659418	0
X	101659834	101658072	0
X	101659835	101659075	0
X	101659836	101659407	0
X	101659837	101659418	0
X	101659845	101659075	0
X	101659892	101659418	0
X	101832598	101832111	0
X	101837655	101832197	0
X	101886732	101882287	0
X	101886732	101882289	0
X	101886732	101883059	0
X	101886732	101883639	0
X	101886732	101884695	0
