gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ZNF417	112.9044	-1.7029	0.4523	0.0	0.0001
ZNF420	292.588	1.5331	0.3223	0.0	0.0
ZNF432	136.4279	1.4072	0.3539	0.0	0.0001
ZNF444	314.3743	-1.5304	0.2782	0.0	0.0
ZNF445	336.0691	-1.4462	0.31	0.0	0.0
ZNF446	152.3662	-1.3222	0.3507	0.0001	0.0003
ZNF449	34.5854	-1.7638	0.6816	0.0011	0.0033
ZNF45	310.1737	-1.4441	0.3256	0.0	0.0
ZNF460	526.1388	4.0474	0.4556	0.0	0.0
ZNF48	294.9338	1.1129	0.3133	0.0002	0.0007
ZNF480	218.1838	-1.0744	0.3793	0.0025	0.007
ZNF485	42.9995	-2.4462	0.7124	0.0	0.0
ZNF486	160.5021	-1.0976	0.5482	0.0206	0.0452
ZNF488	13.3887	-1.7855	1.0891	0.0039	0.0103
ZNF490	131.5168	-1.3757	0.3541	0.0	0.0002
ZNF492	116.0909	-1.1546	0.5318	0.0129	0.0298
ZNF493	51.2228	-1.2656	0.503	0.0045	0.0118
ZNF497	41.809	-1.1805	0.5643	0.0146	0.0334
ZNF500	84.6122	-2.6695	0.5396	0.0	0.0
ZNF501	8.7634	-1.8868	1.3501	0.0019	0.0054
ZNF507	416.1967	-1.374	0.4977	0.0019	0.0054
ZNF512	117.4942	-1.6726	0.377	0.0	0.0
ZNF512B	819.0887	-1.6562	0.2195	0.0	0.0
ZNF513	662.2106	1.3315	0.2481	0.0	0.0
ZNF514	36.2551	-1.8313	0.6515	0.0005	0.0017
ZNF517	38.1029	-2.3182	0.6748	0.0	0.0001
ZNF518A	177.4072	-1.9769	0.3568	0.0	0.0
ZNF519	33.4229	-2.8603	0.8051	0.0	0.0
ZNF526	1080.8503	2.351	0.2789	0.0	0.0
ZNF543	315.3211	2.7935	0.4159	0.0	0.0
ZNF544	308.6782	-1.8084	0.2781	0.0	0.0
ZNF548	251.428	1.086	0.4387	0.0068	0.017
ZNF549	86.0352	-1.8346	0.4647	0.0	0.0001
ZNF550	513.7918	1.6053	0.3748	0.0	0.0
ZNF558	66.053	-1.515	0.5206	0.0009	0.0028
ZNF559	101.2175	-2.3728	0.4345	0.0	0.0
ZNF563	8.7393	-1.3209	1.1338	0.0178	0.0398
ZNF564	68.2449	-1.4777	0.7059	0.0071	0.0178
ZNF566	158.7532	-1.2506	0.5073	0.0053	0.0137
ZNF57	182.518	2.6119	0.385	0.0	0.0
ZNF574	2561.2747	2.91	0.3115	0.0	0.0
ZNF576	173.1756	-1.0753	0.3425	0.0009	0.0029
ZNF581	900.1212	1.9514	0.2603	0.0	0.0
ZNF585B	66.3	-2.7036	0.5643	0.0	0.0
ZNF586	376.7887	1.909	0.3766	0.0	0.0
ZNF587B	126.6056	-1.45	0.374	0.0	0.0001
ZNF589	197.2192	-1.3181	0.4079	0.0005	0.0016
ZNF595	74.7018	-1.4244	0.4692	0.0007	0.0024
ZNF597	183.7671	3.8223	0.4667	0.0	0.0
ZNF598	1610.9705	-1.584	0.201	0.0	0.0
ZNF605	142.8501	-1.5956	0.3578	0.0	0.0
ZNF609	983.4665	-2.8202	0.2725	0.0	0.0
ZNF611	73.0227	-1.1587	0.4369	0.0037	0.01
ZNF614	352.6314	1.3166	0.282	0.0	0.0
ZNF615	123.3575	1.0795	0.3694	0.0019	0.0054
ZNF616	350.162	2.1089	0.2611	0.0	0.0
ZNF618	405.4601	-1.253	0.3432	0.0001	0.0004
ZNF619	57.4278	-1.3251	0.5299	0.0042	0.0111
ZNF620	48.765	1.7693	0.5999	0.0004	0.0014
ZNF621	346.2585	-1.3764	0.2687	0.0	0.0
ZNF622	2290.5179	1.4686	0.335	0.0	0.0
ZNF627	82.4668	-1.2674	0.6415	0.0153	0.0347
ZNF628	527.3212	1.5048	0.326	0.0	0.0
ZNF629	1067.0005	2.1508	0.2654	0.0	0.0
ZNF638	992.4396	-1.8213	0.2129	0.0	0.0
ZNF641	60.6717	-1.3399	0.481	0.0019	0.0054
ZNF644	519.171	-1.4082	0.4056	0.0002	0.0006
ZNF646	3222.9298	2.9604	0.3506	0.0	0.0
ZNF653	84.4738	-3.4598	0.591	0.0	0.0
ZNF658	41.2382	-1.8974	0.6662	0.0004	0.0013
ZNF658B	8.2332	-1.3385	1.144	0.0164	0.0369
ZNF669	397.9992	2.4518	0.2567	0.0	0.0
ZNF672	619.3403	-2.7218	0.407	0.0	0.0
ZNF674	40.4044	-2.1129	0.642	0.0001	0.0002
ZNF674-AS1	168.646	2.2068	0.5082	0.0	0.0
ZNF680	81.582	-1.9968	0.4811	0.0	0.0
ZNF681	92.7734	-3.7471	0.5845	0.0	0.0
ZNF682	35.4381	-1.8191	0.6314	0.0004	0.0015
ZNF684	35.8885	-1.772	0.6157	0.0005	0.0017
ZNF688	47.2777	-1.1547	0.551	0.0152	0.0346
ZNF691	86.5464	-1.9815	0.451	0.0	0.0
ZNF692	325.8036	-1.0153	0.2823	0.0002	0.0007
ZNF696	280.8885	-1.089	0.2881	0.0001	0.0003
ZNF697	1131.6316	1.8108	0.4318	0.0	0.0
ZNF70	120.3634	1.2776	0.3848	0.0004	0.0013
ZNF701	102.1921	1.0798	0.4017	0.0038	0.0101
ZNF702P	56.494	-1.9631	0.6172	0.0001	0.0004
ZNF706	685.3426	-1.2761	0.2283	0.0	0.0
ZNF708	64.6781	-1.0421	0.5017	0.0192	0.0425
ZNF71	130.3961	-1.0652	0.4585	0.0103	0.0246
ZNF710	207.0987	-3.0733	0.4873	0.0	0.0
ZNF714	144.2593	-1.7175	0.4363	0.0	0.0001
ZNF718	96.2674	1.2819	0.3831	0.0003	0.0012
ZNF720	45.9254	-1.4031	0.5364	0.0026	0.0073
ZNF730	20.7466	-1.3823	0.7787	0.0154	0.0349
ZNF736	20.6268	-1.5439	0.7769	0.007	0.0174
ZNF738	192.7713	-1.0397	0.3655	0.0025	0.007
ZNF74	245.2245	-1.1684	0.3797	0.001	0.0031
ZNF740	574.7842	-2.9195	0.2621	0.0	0.0
ZNF746	336.1639	-1.8735	0.2955	0.0	0.0
ZNF747	58.9562	1.1482	0.4612	0.0059	0.0151
ZNF749	60.5272	-1.168	0.5008	0.0086	0.0209
ZNF761	113.428	-1.3421	0.4159	0.0005	0.0015
ZNF764	586.352	2.6729	0.3548	0.0	0.0
ZNF767	47.5753	-3.0846	0.7589	0.0	0.0
ZNF768	1552.5771	1.2857	0.2542	0.0	0.0
ZNF772	496.8569	1.1386	0.3845	0.0015	0.0045
ZNF775	46.8665	-3.3359	0.8054	0.0	0.0
ZNF776	476.3749	1.3399	0.2893	0.0	0.0
ZNF778	94.9123	-1.8988	0.4627	0.0	0.0
ZNF782	25.7303	-1.7765	0.7229	0.0014	0.0042
ZNF783	183.1886	-2.7462	0.3881	0.0	0.0
ZNF786	104.2654	-1.0316	0.3767	0.0035	0.0094
ZNF787	568.5919	-2.2307	0.2436	0.0	0.0
ZNF788	295.8831	-1.9055	0.3297	0.0	0.0
ZNF79	223.4813	1.414	0.383	0.0001	0.0003
ZNF791	649.53	1.9098	0.2814	0.0	0.0
ZNF799	42.2376	-1.1836	0.5807	0.0162	0.0366
ZNF8	62.0447	-1.568	0.5425	0.0008	0.0026
ZNF800	824.2606	1.1716	0.4147	0.0022	0.0063
ZNF805	233.1132	1.6735	0.4262	0.0	0.0001
ZNF808	136.3811	1.324	0.5389	0.0047	0.0122
ZNF81	71.2668	-1.2284	0.457	0.003	0.0083
ZNF812	99.988	-2.7273	0.5715	0.0	0.0
ZNF815P	23.1915	-1.7003	0.7627	0.0029	0.0079
ZNF821	29.1569	-1.8863	0.6881	0.0005	0.0017
ZNF823	44.0182	-1.8933	0.5829	0.0001	0.0004
ZNF827	152.1777	-1.6259	0.3559	0.0	0.0
ZNF830	940.5231	2.2159	0.3025	0.0	0.0
ZNF839	87.142	-1.7637	0.4653	0.0	0.0001
ZNF845	239.1972	1.298	0.4065	0.0006	0.0018
ZNF850	190.2189	1.2951	0.3271	0.0	0.0001
ZNF852	11.3781	-1.3801	0.9047	0.0191	0.0422
ZNF860	80.3819	-1.4448	0.4642	0.0006	0.0018
ZNF90	86.9068	-1.2491	0.4378	0.0018	0.0052
ZNF93	83.2153	-1.0335	0.5013	0.0202	0.0444
ZNF98	31.1955	-2.0173	0.7069	0.0003	0.0009
ZNFX1	778.0751	-1.8502	0.2442	0.0	0.0
ZNHIT2	1332.7371	2.1511	0.2209	0.0	0.0
ZNHIT6	391.7256	-1.2572	0.2632	0.0	0.0
ZNRF1	218.1041	-1.8003	0.3055	0.0	0.0
ZRANB1	437.5218	-3.1339	0.3061	0.0	0.0
ZRSR2	94.885	-1.5092	0.4047	0.0001	0.0002
