Event Region,Gene Symbol,Target Exon,Event Type,N,T,Exon Type,Reference Transcript,ΔPSI (%),T-test p-value,FDR (BH),N Values,T Values,Database ID,Grouped Event Type
9:37783872-37784063,EXOSC3,9:37784746-37783871,IR (overlapping region),2,2,-,ENST00000496910,98.48,0.00979338,0.00979338,3.03030303030303|0,100|100,9_37784746_37783871_R_ENST00000496910_1,IR
9:37783872-37784063,EXOSC3,9:37784746-37783913,IR (overlapping region),2,2,-,ENST00000496910,95.63,0.0044047,0.0044047,3.03030303030303|0,94.2857142857143|100,9_37784746_37783913_R_ENST00000496910_1,IR
17:30290990-30291508,BLMH,17:30291668-30291310,IR,2,2,-,ENST00000582749,95.25,0.0061965,0.0061965,0|3.125,100|93.6170212765958,17_30291668_30291310_R_ENST00000582749_1,IR
9:37783872-37784063,EXOSC3,9:37784714-37783913,IR (overlapping region),2,2,-,ENST00000496910,95.15,0.00761561,0.00761561,3.03030303030303|0,93.3333333333333|100,9_37784714_37783913_R_ENST00000496910_1,IR
17:30290990-30291508,BLMH,17:30291850-30291310,IR,2,2,-,ENST00000582749,95.03,0.00775414,0.00775414,0|3.125,100|93.1818181818182,17_30291850_30291310_R_ENST00000582749_1,IR
17:30289414-30289482,BLMH,17:30291509-30289413,IR,2,2,NMD,ENST00000577290,94.29,0.00404786,0.00404786,0|3.125,98.6842105263158|93.0232558139535,17_30291509_30289413_R_ENST00000577290_1,IR
17:30289414-30289482,BLMH,17:30291509-30289372,IR,2,2,NMD,ENST00000577290,94.14,0.00414873,0.00414873,0|3.125,98.5507246376812|92.8571428571429,17_30291509_30289372_R_ENST00000577290_1,IR
1:156597468-156598121,GPATCH4,1:156598320-156598034,IR,2,2,-,ENST00000506832,93.84,0.00191718,0.00191718,0|5.40540540540541,94.5205479452055|98.5714285714286,1_156598320_156598034_R_ENST00000506832_1,IR
17:30290990-30291508,BLMH,17:30292043-30291310,IR,2,2,-,ENST00000582749,93.56,0.00252586,0.00252586,0|6.06060606060606,100|93.1818181818182,17_30292043_30291310_R_ENST00000582749_1,IR
17:30290990-30291508,BLMH,17:30291995-30291310,IR,2,2,-,ENST00000582749,93.56,0.00252586,0.00252586,0|6.06060606060606,100|93.1818181818182,17_30291995_30291310_R_ENST00000582749_1,IR
16:19710260-19710586,KNOP1,16:19714578-19710508,IR (overlapping region),2,2,-,ENST00000565844,92.72,0.000908159,0.000908159,7.14285714285714|7.40740740740741,100|100,16_19714578_19710508_R_ENST00000565844_1,IR
17:30288071-30288177,RNU6-1267P,17:30291509-30287805,IR,2,2,-,ENST00000410747,92.25,0.00561666,0.00561666,0|3.125,94.2857142857143|93.3333333333333,17_30291509_30287805_R_ENST00000410747_1,IR
17:21017942-21018111,USP22,17:21018112-21015751,IR,2,2,-,ENST00000476111,92.04,0.00276782,0.00276782,7.14285714285714|5.88235294117647,100|97.1014492753623,17_21018112_21015751_R_ENST00000476111_1,IR
