12	100039790	100028454	4
12	100039790	100037075	0
12	100039790	100037142	2
12	100050319	100047942	0
12	100051222	100050167	0
12	100051875	100050264	0
12	100072814	100059849	0
12	100072814	100069907	0
12	100083135	100072671	0
12	100083135	100072678	0
12	100083135	100072778	0
12	100083135	100072785	0
12	100084659	100083015	0
12	100086359	100083015	0
12	100086359	100084475	0
12	100086359	100084532	0
12	100103952	100102765	0
12	100108549	100103912	0
12	100108549	100103934	0
12	10013425	10010791	0
12	10015407	10015611	0
12	100157059	100156620	0
12	100157257	100156411	0
12	100157257	100156915	0
12	100157446	100156356	0
12	100157446	100156438	0
12	100157740	100156416	0
12	100158874	100157996	0
12	100161651	100157164	2
12	100162835	100158678	4
12	100166064	100158957	0
12	100166637	100165047	4
12	100166664	100165970	4
12	100170988	100161601	1
12	100173246	100170936	0
12	100173660	100170936	0
12	100173685	100173311	10
12	100177121	100173195	0
12	100177121	100173346	0
12	100177121	100173656	0
12	100180717	100177042	0
12	100195674	100180552	0
12	100198973	100180552	0
12	100199763	100180552	0
12	100221794	100203668	0
12	100238118	100221669	0
12	100241846	100237967	1
12	100242570	100241642	0
12	100248979	100237799	0
12	100248979	100241734	0
12	100252280	100248899	0
12	100252302	100242485	0
12	100252306	100248899	0
12	100252537	100252175	0
12	100253716	100252479	0
12	100256227	100252262	0
12	100256227	100252393	0
12	100256227	100252457	0
12	100256227	100252479	0
12	100256227	100253488	0
12	100261769	100256048	0
12	100262410	100255872	0
12	100262410	100256048	0
12	10028099	10015239	0
12	100335692	100335810	0
12	10052095	10052629	0
12	10073412	10069553	0
12	10073412	10070482	0
12	10073412	10070762	0
12	10081414	10075503	0
12	100859263	100852330	0
12	10089223	10081236	0
12	10089223	10081268	0
12	10092520	10089123	0
12	10098931	10089126	0
12	10098951	10075503	0
12	10098986	10089123	0
12	10099015	10081236	0
12	101039095	101038419	0
12	101158329	101155492	0
12	10118591	10116776	0
12	101202216	101195094	0
12	10123364	10116776	0
12	10123364	10118067	0
12	10123364	10118153	0
12	10123364	10118226	0
12	10123364	10118457	0
12	10123364	10118548	0
12	10125174	10123244	0
12	10125449	10117861	0
12	10125449	10118457	0
12	10125449	10123244	0
12	10125449	10125086	0
12	10126709	10125296	0
12	10127846	10124745	0
12	10127846	10125296	0
12	10127846	10126570	0
12	10127846	10127039	0
12	10127846	10127326	0
12	10130083	10123244	0
12	10130083	10127746	0
12	10130098	10127445	0
12	10130098	10127746	0
12	10130154	10127746	0
12	10130184	10127746	0
12	10130186	10125296	0
12	10130190	10127746	0
12	10130238	10127746	0
12	10130242	10127746	0
12	10130258	10125296	0
12	10130258	10126570	0
12	10130258	10127746	0
12	101396578	101393119	9
12	101396578	101394917	8
12	101396578	101394943	8
12	101396578	101395487	8
12	101396578	101395506	8
12	101396578	101395591	7
12	101400382	101396539	4
12	101401174	101396142	1
12	101401174	101396398	1
12	101401174	101396413	0
12	101401487	101396398	2
12	101405982	101402864	6
12	101405982	101403141	6
12	101405982	101403415	6
12	101407462	101405843	2
12	101407464	101405843	2
12	101407503	101405883	3
12	101407747	101402864	4
12	101407747	101405843	2
12	101407750	101396398	2
12	101407754	101405843	2
12	101407757	101405655	4
12	101407763	101405843	2
12	101407821	101405843	2
12	101409061	101408371	1
12	10160463	10158300	0
12	10160463	10159583	0
12	10160463	10159666	0
12	10160463	10159900	0
12	10160562	10159667	0
12	10160926	10159617	0
12	10160926	10160346	0
12	10160926	10160401	0
12	101650949	101646719	0
12	101659971	101646719	0
12	10166950	10160785	0
12	10166958	10159514	0
12	10166958	10160346	0
12	10166958	10160785	0
12	10166958	10160877	0
12	10167169	10160866	0
12	101726405	101728900	10
12	101726502	101728907	8
12	101729214	101728647	5
12	101729214	101728649	5
12	101729214	101728872	0
12	101731667	101728647	2
12	101731667	101729108	0
12	101733675	101728647	0
12	101733675	101729108	0
12	101749192	101745496	3
12	101753540	101749100	0
12	101753540	101749141	0
12	101756567	101753371	5
12	101757311	101753371	2
12	101757311	101756214	1
12	101757311	101756419	3
12	101757658	101756941	2
12	101757658	101757211	2
12	101766295	101764201	1
12	101768104	101765760	1
12	101768161	101766090	0
12	101770192	101767909	0
12	101770192	101768036	0
12	101780287	101770995	0
12	101780622	101778289	0
12	101780622	101780151	0
12	101786217	101780556	0
12	101786218	101780556	0
12	101788590	101785589	0
12	101788590	101786011	0
12	101796763	101789937	0
12	101796763	101795870	0
12	101796763	101795873	0
12	101810659	101796676	0
12	101830680	101796510	0
12	101830819	101796676	0
12	101830844	101796676	0
12	101830939	101796676	0
12	101923900	101923409	0
12	101961123	101957212	0
12	101962391	101954997	0
12	102017806	102012941	4
12	102019372	102012942	8
12	102026039	102012926	6
12	102026039	102012938	6
12	102026039	102012941	6
12	102026039	102012943	6
12	102026039	102012945	7
12	102026039	102012954	10
12	102026039	102017719	7
12	102026039	102019276	4
12	102039976	102025973	0
12	102039979	102025920	0
12	102039979	102025973	0
12	102040435	102025973	0
12	102044213	102025973	0
12	102044213	102039867	0
12	102044213	102039883	0
12	102046120	102043614	0
12	102046120	102044104	0
12	102061347	102046053	0
12	102061347	102048289	0
12	102061347	102050188	0
12	102061347	102050517	0
12	102061347	102059663	0
12	102075095	102073102	8
12	102075095	102074188	11
12	102075095	102074196	13
12	102075095	102074244	16
12	102075095	102074435	15
12	102077001	102075000	5
12	102077504	102076796	8
12	102079217	102077321	3
12	102085856	102079058	1
12	102085857	102076992	2
12	102085857	102077321	3
12	102085857	102079077	3
12	102099201	102076796	0
12	102112233	102101031	0
12	102115865	102112174	2
12	102118584	102112107	4
12	102118584	102115802	1
12	102119421	102118364	1
12	102120090	102118362	1
12	102120091	102118362	1
12	102120092	102118362	1
12	102120121	102118362	1
12	102120125	102118362	1
12	10212945	10213141	0
12	10212991	10213092	0
12	10213220	10213835	1
12	10213715	10213835	1
